Plant_ID,Site,Location,Quadrat,Species,Date_Planted,Date_Measured,Age_Months,Height_cm,Num_Leaves,Flowering,Num_Flowers,Condition,Notes
,site_A,Loc_3.,Q3,Pittosporum tenuifolium,1/6/19,26/9/20,,115,42,Y,21,average,Measurement uncertain; steep ground made positioning difficult. Recheck advised.
,Site_B,Location_1,Q6,Coprosma robusta,20/11/2022,,,56,49,no,0,fair,Weed pressure moderate. Plant coping.
,Site_a,Loc_4,Q6,Hebe speciosa,28/6/21,4/1/22,,83,267,N,0,in decline,Grass encroaching from north. Hand pull recommended.
,Site_A,LOC2,Q3,Pittosporum tenuifolium,1/12/22,1/1/24,,46,126,FALSE,0,healthy,Measurement uncertain; steep ground made positioning difficult. Recheck advised.
,Site_B,Loc_3,Q3,Pseudopanax crassifolius,27/5/2020,1/10/20,,45,170,FALSE,0,needs attention,Measurement uncertain; steep ground made positioning difficult. Recheck advised.
,Site_a,Loc-4,Q1,Pittosporum tenuifolium,28-Jun,5/12/17,,124,157,y,34,not bad,Heavy kikuyu pressure from east side. Root zone likely affected.
,SiteA,Location_3,q5,Leptospermum scoparium,28-Jun,12/18/22,,83,152,FALSE,0,OK,Berries present; fruiting plant.
,Site_B,Loc_4,Q01,Coprosma robusta,20/4/19,24/2/21,,78,33,No,0,Healthy,Kikuyu rhizomes present beneath mulch layer. Difficult to assess root competition.
,SiteA,Loc_2,Q11,Coprosma robusta,9/10/17,4/4/18,,105,179,y,32,could be dead,Soil cracked around stem. Plant possibly stressed from dry conditions.
,Site_a,loc_3,Q3,Pseudopanax crassifolius,03.02.17,29/8/17,,15,204,YES,20,Excellent,Measurement uncertain; steep ground made positioning difficult. Recheck advised.
,Site_b,Loc_1,Q03,Leptospermum scopariam,15/12/2021,29/5/2022,,-61,273,yes,14,dying,Heavily suppressed by surrounding vegetation. No new growth visible this visit.
,SITE_B,Loc_4,Q2,Phormium teanx,11-Oct,18/7/2018,,160,88,y,11,reasonable,Date_Measured not recorded; recording sheet wet. Values transcribed but date lost.
,Site_B,Loc_1,Q4a,Leptospermum scoparium,4/6/23,16/12/23,,115,268,TRUE,0,dying,Date_Measured not recorded; recording sheet wet. Values transcribed but date lost.
,Site A,LOC_1,Q 6,Pittosporum tenuifolium,20-Oct,1/7/22,,158,278,yes,25,good,Kikuyu grass dense within 50cm of base. Ground cover competing strongly.
,Site_B,loc_04,Q3,Leptospermum scoparium,24/8/22,29/4/2024,,38,96,Yes,19,dying,Pukeko tracks in mud nearby. Ground cover looking healthy.
,Site_B,Loc-3,Q2.,Pittosporum tenuifolium,,18/3/2022,,93,195,NO,0,in decline,Bellbird observed in adjacent canopy. Vigorous; multiple flower spikes developing.
,Site_a,Loc-1,q1,Hebe speciosa,14/2/2019,16-Feb,,40,80,TRUE,3,Fair,Strong canopy developing. Good barrier effect visible at quadrat edge.
,Site_A,LOC_2,Q4,Leptospermum scoparium,3/10/24,2-Nov,,5.7,194,TRUE,4,very healthy,Gecko under adjacent rock. No new growth concerns.
,Site_a,Loc_1,Q6a,Coprosma robusta,17/8/24,,,244,75,y,11,thriving,Oxalis present around base. Spreading fast; consider manual removal.
,Site_a,LOC_3,Q3.,Leptospermum scoparium,19/3/2021,30-May,,71,191,FALSE,0,needs attention,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,Site_b,Loc_3.,Q6,Pittosporum tenuifolium,11/6/19,16.05.21,,106,18,n,0,struggling,Grass encroaching from north. Hand pull recommended.
,site_b,Loc_4,Q6,Leptospermum scoparium,19/1/2017,17/12/2017,,109,66,y,19,needs attention,Wax-eye activity observed in adjacent canopy.
,Site_A,Location_2,q1,Pseudopanax crassifolius,21/6/20,23/11/2020,,54,24.6,yes,20,Poor,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,SiteB,Loc_1,Q4,Hebe speciosa,4/10/18,11-Apr,,29,84,YES,16,great condition,Weed mat placed around base. Check next visit for effectiveness.
,Site_A,Loc_2,Q5,Hebe speciosa,4/5/24,2/11/24,,50,196,n,0,Excellent,Excellent specimen. Bird droppings on upper leaves; likely a perch site.
,Site_A,Loc_2,Q11,Hebe speciosa,22/10/2022,27-Jun,,30,265,no,0,could be dead,Ferns growing adjacent; good habitat complexity developing. Soil moist.
,Site_A,LOC1,Q1.,Phormium tenax,5/5/22,17/10/2022,,116,187,Y,11,,Leaf tips browning. Tradescantia present within 1m.
,SiteB,Loc_1,q5,Leptospermum scoparium,12/12/22,10/10/24,,69,261,yes,2,thriving,Weed pressure reducing light to lower leaves. Growth slowing.
,Site_A,Loc_1,Q3,Pittosporum tenuifolium,10/7/22,19/01/2023,,138,231,Yes,29,reasonable,Dappled light from pohutukawa overhead. Lichen on stem; sign of clean air.
,Site_A,Loc_3,Q5,Pittosporum tenuifolum,3/24/22,,,124,209,FALSE,0,healthy,"Standing water, well draining. Plant vigorous."
,SITE_A,LOC_1,Q3,Coprosma robusta,28.08.23,8-Jun,,60,142,TRUE,27,ok,Bellbird observed in adjacent canopy. Vigorous; multiple flower spikes developing.
,Site_B,Loc-1,Q5,Hebe speciosa,6/1/20,4/8/20,,88,59,no,0,dying,Flower count unreliable; counted during windy conditions. Possibly inaccurate.
,Site_A,LOC2,Q1,Leptospermum scoparium,18/5/2020,27/5/2021,,66,74,y,22,fair,Kikuyu grass dense within 50cm of base. Ground cover competing strongly.
,Site_B,Loc_l,q6,Hebe speciosa,07.10.19,26/05/2021,,,244,no,0,dying,Moderate weed pressure. Plant coping well despite competition.
,Site_A,Loc 2,Q3,Phormium tenax,9/7/21,11/9/21,,1410,155,FALSE,0,ok,Windburn on leaves. Stem very solid.
,site_a,Loc_3.,QI,Phormium tenax,6/7/21,11/10/22,,42,144,No,0,could be dead,Weeds encroaching from all sides. Annual weed clear recommended.
,Site_A,Loc-2,Q3,Pittosporum tenuifolium,22.06.17,27/1/2019,,264,29,y,31,fair,Dense ground cover competing. Grass encroaching from all sides.
,Site_b,Loc_4,quad2,Coprosma robusta,20/11/2019,29/05/2020,,136,152,no,0,poor,Excellent specimen. Bird droppings on upper leaves; likely a perch site.
,site_A,Loc_4,Q1,Hebe speciosa,14/5/2017,4/9/18,,73,104,1,6,struggling,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,Site_A,Loc_3,Q6,Pittosporum tenuifolium,20/09/2023,04.07.24,,39,259,n,0,Average,Not sure of species ID; leaf shape atypical for this species. Check ID next visit.
,SiteA,LOC3,Q3,Coprosma robusta,25/12/2022,10/4/24,,74,30,y,3,POOR,Dense gorse noted 5m north. Not yet encroaching but monitoring required.
,Site_B,Loc_3.,quad3,Phormium tenax,16/10/21,30/12/2022,,96,139,1,29,POOR,Not sure of species ID; leaf shape atypical for this species. Check ID next visit.
,Site_b,Loc_2,Q4,Pittosporum tenuifolum,4/9/21,8/8/23,,146,189,TRUE,28,very healthy,Moderate weed pressure. Plant coping well despite competition.
,Site_A,Loc_3.,Q1,Hebe speciosa,20/5/21,19/8/2022,,75,196,TRUE,5,OK,Weed pressure moderate. Plant coping.
,Site_B,Loc-2,Q4,Hebe speciosa,15/12/2018,12/2/20,,15,153,n,0,OK,Ferns growing adjacent; good habitat complexity developing. Soil moist.
,Site A,Loc_3.,Q2,Pseudopanax crassifolius,19/12/2020,3/11/22,,16,211,n,0,could be dead,Strong canopy developing. Good barrier effect visible at quadrat edge.
,Site_B,Loc_4,Q4,Pseudopanax crassifolius,20/8/2020,25/05/2021,,62,18,1,3,ok,Dense ground cover competing. Grass encroaching from all sides.
,Site_A,loc_4,Q5,Coprosma robusta,6-Jun,4/22/20,,119,21,No,0,Fair,Percentage_Cover hard to assess; dense grass cover makes boundary unclear.
,Site_A,Loc_4,Q11,Leptosperumm scoparium,24/4/21,12-Mar,,81,139,NO,0,not great,Sedge competition at base but manageable.
,SiteA,Loc 2,Q5a,Pseudopanax crassifolius,,14/5/2021,,31,117,yes,13,Good,Height not recorded; measuring tape misplaced during visit.
,site_B,LOC_2,Q5,Coprosma robusta,22/3/2017,25/11/2017,,27,34,no,0,average,Oxalis present around base. Spreading fast; consider manual removal.
,SITE_A,Loc_3,q2,Phormium tenax,11/24/20,13/5/2021,,154,246,N,0,in decline,Gecko under adjacent rock. No new growth concerns.
,Site_B,LOC4,Q1,Hebe speciosa,22/12/21,7/5/23,,24,184,y,21,OK,Kikuyu rhizomes present beneath mulch layer. Difficult to assess root competition.
,Site_A,LOC3,Q11,Phormium tenax,11/21/24,22/10/2025,,98,273,Y,34,reasonable,Strong canopy developing. Good barrier effect visible at quadrat edge.
,site_A,Loc-2,Q01,Phormium tenex,12/3/17,26/9/2017,,157,202,TRUE,3,not too bad,Very exposed ridge position. Windburn on uppermost leaves. Stem diameter looks good.
,SITE_B,Loc_2,Q3,Pittosporium tenuifolium,25/9/17,14/12/2017,,114,180,FALSE,0,could be better,Heavily shaded by dense manuka above. Etiolated growth form.
,Site_A,Loc_4,Q6,Pittosporum tenuifolium,16/5/2021,10/12/21,,79,228,yes,17,GOOD,Heavy kikuyu pressure from east side. Root zone likely affected.
,Site_A,Loc_2,Q6,Phormium tenax,1/3/24,28/08/2025,,83,195,Yes,19,Poor,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site_A,LOC_2,Q5,Hebe speciosa,26/5/2021,29/4/2022,,40,268,YES,5,very poor,Bindweed removed from stem during visit. Will recheck next survey.
,Site A,Loc_l,Q2,Leptospermum scoparium,23/10/2024,9/5/25,,47,60,NO,0,ok,Gecko under adjacent rock. No new growth concerns.
,Site_B,Loc_l,Q6,Phormium tenax,15/6/2020,6/11/22,,58,110,0,8,good,Dense ground cover competing. Grass encroaching from all sides.
,Site_A,LOC3,Q5,Leptospermum scoparium,17/6/2020,2/3/21,,113,78,no,0,in decline,Leaf litter accumulating around base. Sign of establishing well.
,Site_A,Loc_4,Q1,Phormium tenax,27/1/18,13/04/2019,,186,58,0,0,not bad,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site_B,loc_2,Q6,Pseudopanax crassifolus,21/7/2021,28.04.22,,65,160,YES,30,Excellent,Moderate weed pressure. Plant coping well despite competition.
,Site_B,LOC_4,Q5,Pittosporum tenuifolium,22/8/19,25/4/20,,129,219,FALSE,0,Reasonable,Height measurement may be in error; recheck next visit. Loam soil exposed at base.
,Site_B,Loc_1,Q03,Phormium tenax,10/5/21,5/10/21,,154,280,yes,15,Good,Kikuyu removed during visit. Exposed root damage minor.
,Site_b,Loc_l,quad4,Phormium tenax,8-Mar,30/7/2019,,103,169,n,0,reasonable,Pukeko tracks in mud nearby. Ground cover looking healthy.
,Site_b,Loc_2,Q1,Coprosma robusta,15/8/18,,,48,62,no,0,Average,Dense ground cover competing. Grass encroaching from all sides.
,Site_A,Loc 2,Q4a,Phormium tenax,18/8/17,25/12/18,,8.6,142,0,0,average,Weeds encroaching from all sides. Annual weed clear recommended.
,site_B,Loc_2,Q 6,Leptospermum scoparium,1/8/19,1/6/20,,24,168,TRUE,25,thriving,Weeds encroaching from all sides. Annual weed clear recommended.
,Site_B,LOC1,Q4,Pittosporum tenuifolium,20/9/2020,2/7/21,,65,23,NO,0,reasonable,Measurement uncertain; steep ground made positioning difficult. Recheck advised.
,site_A,LOC_2,Q3,Pseudopanax crassifolius,6/10/19,14/7/2020,,16,157,Yes,23,healthy,Strong canopy developing. Good barrier effect visible at quadrat edge.
,Site_A,Loc_4,Q1,Pittosporum tenifolium,8/8/24,6/10/25,,127,141,TRUE,21,very poor,Wax-eye activity observed in adjacent canopy.
,Site_B,Loc_1,Q3,Hebe speciosa,12/6/21,10/5/23,,38,124,FALSE,0,not too bad,Leaf count may be inflated; plant very bushy with dense branching. Recount recommended.
,Site_b,Loc_3,Q2,Hebe speciosa,11/4/18,7/7/19,,73,28,YES,25,Good,Weeds encroaching from all sides. Annual weed clear recommended.
,Site_A,loc_1,quad5,Phormium tenax,7/9/17,15/12/2017,,48,252,No,0,thriving,Dappled light from pohutukawa overhead. Lichen on stem; sign of clean air.
,Site_A,Loc-3,Q5,Phormium tenax,23/3/2022,2/12/23,,151,92,yes,35,very healthy,Berries present; fruiting plant.
,SiteB,loc_1,Q6a,Phormium tenax,4/9/20,29/8/22,,93,179,TRUE,32,needs attention,Grass encroaching from north. Hand pull recommended.
,Site_B,Location_4,Q2,Pseudopanax crassifolus,27-Aug,16-May,,61,46,Y,8,POOR,Kikuyu rhizomes present beneath mulch layer. Difficult to assess root competition.
,Site_B,Loc_2,Q2,Pseudopanax crassifolius,5/1/18,11/11/18,,62,13.7,yes,35,not bad,Date_Measured not recorded; recording sheet wet. Values transcribed but date lost.
,site_a,Loc_4,Q5a,Phormium tenax,11/1/24,21/9/25,,59,145,n,0,healthy,Bindweed wrapped around lower branch. Removed during visit.
,Site_B,Loc-3,q5,Leptospermum scoparium,17/06/2020,8/11/20,,20,124,FALSE,0,poor,Kikuyu rhizomes present beneath mulch layer. Difficult to assess root competition.
,Site_B,Loc_2,Q4,Pittosporum tenuifolium,19/9/2017,15.04.18,,138,118,0,0,Healthy,Tradescantia coverage increasing rapidly. Urgent attention needed.
,Site_A,Loc_2,Q4,Pseudopanex crassifolius,25/1/2021,,,61,218,1,18,needs attention,Leaf tips browning. Tradescantia present within 1m.
,Site_a,Loc_1,Q6,Hebe speciosa,22/6/2020,24/3/22,,67,21,NO,0,needs attention,Very windy on day of measurement. Some difficulty holding height rod steady.
,Site_B,Loc_3,Q4,Hebe speciosa,7-Jul,30/3/22,,45,67,FALSE,0,ok,Kikuyu removed during visit. Exposed root damage minor.
,Site_A,Loc_3,Q3a,Coprosma robusta,3/6/17,28.12.17,,77,240,NO,0,needs attention,Grass encroaching from north. Hand pull recommended.
,Site_B,Location_3,Q5,Phormium tenax,4/2/17,,,40,217,FALSE,0,not bad,Pukeko tracks in mud nearby. Ground cover looking healthy.
,Site B,Loc_1,quad5,Pittosporum tenuifolium,9/10/17,2/6/19,,54,212,FALSE,0,not too bad,Kikuyu rhizomes present beneath mulch layer. Difficult to assess root competition.
,Site_b,Loc_3,quad2,Hebe speciosa,20/7/2020,30/6/2021,,55,130,yes,26,Healthy,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,SiteA,Loc-4,Q5,Leptospermum scoparium,11/25/22,10/11/24,,112,186,NO,0,not bad,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site_A,Loc_2,q4,Pittosporum tenuifolium,21/9/22,19.08.23,,113,247,no,0,needs attention,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,SiteB,loc_2,Q3,Leptospermum scoparium,17/1/2021,21/8/2021,,23,230,NO,0,GOOD,Weed pressure moderate. Plant coping.
,Site_A,Loc_1,Q2,Leptospermun scoparium,18/2/2021,19/10/2022,,,187,n,0,not bad,Old plastic bag caught in branches. Area checked for further litter.
,Site A,Loc-1,quad5,Leptospermum scoparium,14/4/21,8/19/21,,116,36,n,0,Fair,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,Site_A,LOC_3,Q5,Pseudopanax crassifolius,7/4/19,20-Sep,,670,48,Yes,26,very healthy,Dense ground cover competing. Grass encroaching from all sides.
,site_A,Loc_4,Q6,Hebe speciosa,12/18/23,15/11/2024,,71,270,y,16,excellent,Standing water present in shallow depression 2m to south.
,Site_B,Loc 2,Q3,Pseudopanax crassifolius,5/16/17,20/7/2017,,66,72,no,0,OK,Tradescantia coverage increasing rapidly. Urgent attention needed.
,Site_B,Loc_3.,Q4a,Coprosma robusta,,3/2/20,,31,130,No,0,OK,Strong canopy developing. Good barrier effect visible at quadrat edge.
,SITE_B,Loc_4,Q3,Coprosma robusta,14.12.22,25/5/23,,102,182,yes,1,healthy,Weeds encroaching from all sides. Annual weed clear recommended.
,Site_B,Location_3,Q1,Leptospermum scoparium,19/09/2022,7-Mar,,104,74,Y,18,Excellent,Oxalis and clover present. Competing for light at base.
,Site_a,Loc_4,Q6a,Pseudopanax crassifolius,23/4/21,24/7/2022,,20,229,y,27,reasonable,Dappled light from pohutukawa overhead. Lichen on stem; sign of clean air.
,SiteA,Location_4,quad6,Leptospermum scoparium,14/4/23,15/1/2024,,36,190,NO,0,,Leaf litter accumulating around base. Sign of establishing well.
,Site_A,Loc_3,Q6,Pseudopannax crassifolius,06.08.19,13/4/2021,,39,59,no,0,looking great,Wax-eye activity observed in adjacent canopy.
,Site_B,Loc_3,Q5a,Hebe species,3/2/24,24/08/2024,,61,226,FALSE,0,great condition,Weed pressure reducing light to lower leaves. Growth slowing.
,Site_A,Loc-1,Q5,Pittosporum tenuifolium,21-Jul,7/6/18,,57,74,Yes,20,OK,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,SiteB,LOC3,Q 4,Phormium tenax,26.05.24,18/9/2024,,51,152,No,0,Poor,Sedge competition at base but manageable.
,Site_A,Loc_2,quad6,Phormium tenax,20/6/23,5/21/25,,162,147,YES,22,not great,Flower count unreliable; counted during windy conditions. Possibly inaccurate.
,site_b,Loc_4,Q05,Phormium tenax,12.05.24,21/1/25,,178,58,TRUE,15,GOOD,Heavy kikuyu pressure from east side. Root zone likely affected.
,Site_A,Loc-4,Q05,Leptospermum scoparium,20/5/2022,31/1/2024,,53,209,TRUE,7,reasonable,Oxalis and clover present. Competing for light at base.
,Site_A,Loc_3,Q 4,Coprosma robusta,11/8/17,27/9/2019,,97,89,y,24,dying,Possibly dead; no new growth visible. Bark peeling from lower stem. Check at next visit.
,Site_A,Loc_3,quad4,Pseudopanax crassifolius,27.09.24,27/4/25,,32,50,TRUE,10,poor,Small frog observed nearby. Loam soil exposed at base.
,Site_B,Loc_3,Q1,Hebe speciosa,22/9/20,19/9/2021,,79,199,no,0,reasonable,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,Site A,Loc_1,Q5,Hebe speciosa,8/10/20,28/8/2021,,67,102,N,0,OK,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,Site_B,Loc-2,Q5,Pittosporum tenuifolium,18/2/2023,5/1/24,,95,88,1,33,poor,Oxalis and clover present. Competing for light at base.
,Site_A,Loc-1,Q05,Phormium tenax,11/4/22,5/11/22,,63,280,0,0,Excellent,Dappled light from pohutukawa overhead. Lichen on stem; sign of clean air.
,SiteA,Loc_4,Q6,Hebe speciosa,27/7/2021,23/6/2022,,86,12.4,NO,0,OK,"Standing water, well draining. Plant vigorous."
,Site_B,Loc_1,Q6,Phormium tenax,20/06/2017,9/17/18,,95,111,n,0,very poor,Bindweed removed from stem during visit. Will recheck next survey.
,Site_A,LOC_3,Q4,Hebe speciosa,7/22/20,24/9/2020,,79,197,FALSE,0,POOR,Percentage_Cover difficult to assess on steep slope. Value may be under/overestimated.
,Site_a,Loc_2,quad1,Pseudopanax crassifolius,25-Jul,5/3/24,,67,157,TRUE,21,great condition,Couch grass competition at edge of root zone. Plant maintaining itself.
,site_A,LOC_1,Q6,Hebe speciosa,3/12/23,18-Nov,,48,190,No,0,fair,Heavily shaded by dense manuka above. Etiolated growth form.
,Site B,Location_4,Q 1,Leptospermum scoparium,23-Apr,6-Jan,,100,126,0,0,GOOD,Oxalis and clover present. Competing for light at base.
,SITE_B,loc_4,Q 6,Phormiun tenax,23.02.23,21/11/23,,11.7,128,NO,0,fair,Tradescantia coverage increasing rapidly. Urgent attention needed.
,Site_A,Loc_l,Q2,Pittosporum tenuifolium,5/9/24,10/8/25,,81,76,TRUE,28,very poor,Multiple crowns present; measured tallest. Sandy topsoil exposed around base.
,SiteB,LOC3,Q4,Hebe speciosa,28/3/2022,12/10/22,,57,63,YES,32,healthy,Dense tradescantia around base. Weed mat removed during visit.
,site_A,LOC3,Q6,Phormium tenax,10/8/24,3/1/25,,130,,FALSE,0,could be dead,Windburn on leaves. Stem very solid.
,SiteA,LOC3,quad3,Pseudopanax crassifolius,3/7/20,4-Dec,,63,22,TRUE,7,Average,Very exposed ridge position. Windburn on uppermost leaves. Stem diameter looks good.
,SITE_A,Loc_1,Q2,Leptospermum scoparium,20/2/22,,,96,-193,FALSE,0,OK,Kikuyu rhizomes present beneath mulch layer. Difficult to assess root competition.
,site_b,LOC_2,Q4,Hebe speciosa,10/11/20,26-Feb,,42,195,No,0,Fair,Height measurement may be in error; recheck next visit. Loam soil exposed at base.
,Site_B,LOC1,quad4,Hebe speciosa,4/4/17,14-Sep,,41,22,1,12,dying,Some couch grass at root zone. Otherwise healthy.
,site_B,loc_4,Q4.,Leptospermum sccparium,11-May,3/3/22,,127,136,FALSE,0,very healthy,Height not recorded; pole broken on site. Leaf count approximate.
,Site_B,Location_1,Q02,Coprosma robusta,11.01.21,12/21/21,,44,49,Y,14,struggling,Grass encroaching from north. Hand pull recommended.
,Site_b,LOC_4,Q5,Leptospermum scoparium,16-Jun,13/11/22,,66,215,1,33,GOOD,Oxalis present around base. Spreading fast; consider manual removal.
,Site_A,Loc_3,Q2,Phormium tenax,11/3/21,6/5/22,,150,121,0,0,dying,Dense ground cover competing. Grass encroaching from all sides.
,Site_A,loc_3,Q2,Phormium tenax,16-Aug,4/8/21,,175,126,no,0,Reasonable,Very windy on day of measurement. Some difficulty holding height rod steady.
